Timestamp,Value
2020-03-09,5.67081
2020-03-16,6.38029
2020-03-23,4.91692
2020-03-30,3.78625
2020-04-06,2.80122
2020-04-13,2.12879
2020-04-20,1.73315
2020-04-27,1.40932
2020-05-04,1.18336
2020-05-11,1.11451
2020-05-18,1.00534
2020-05-25,0.88827
2020-06-01,0.814062
2020-06-08,0.836751
2020-06-15,0.928456
2020-06-22,1.14217
2020-06-29,1.27401
2020-07-06,1.34951
2020-07-13,1.34471
2020-07-20,1.22153
2020-07-27,1.15258
2020-08-03,1.0626
2020-08-10,0.979884
2020-08-17,0.969202
2020-08-24,1.00022
2020-08-31,0.920817
2020-09-07,1.0355
2020-09-14,0.974333
2020-09-21,1.06462
2020-09-28,1.09211
2020-10-05,1.21201
2020-10-12,1.11151
2020-10-19,1.18662
2020-10-26,1.25262
2020-11-02,1.44427
2020-11-09,1.48969
2020-11-16,1.56064
2020-11-23,1.61944
2020-11-30,1.57347
2020-12-07,1.51939
2020-12-14,1.50599
2020-12-21,1.55485
2020-12-28,1.58903
2021-01-04,1.47519
2021-01-11,1.28752
2021-01-18,1.25172
2021-01-25,1.10177
2021-02-01,1.16565
2021-02-08,1.00609
2021-02-15,0.986101
2021-02-22,0.864388
2021-03-01,0.828056
2021-03-08,0.882103
2021-03-15,0.908033
2021-03-22,0.947577
2021-03-29,0.975225
2021-04-05,1.06101
2021-04-12,1.08091
2021-04-19,1.10326
2021-04-26,1.13361
2021-05-03,1.14992
2021-05-10,1.19092
2021-05-17,1.24677
2021-05-24,1.14504
2021-05-31,1.18454
2021-06-07,1.12943
2021-06-14,1.18866
2021-06-21,1.21202
2021-06-28,1.21342
2021-07-05,1.26676
2021-07-12,1.38728
2021-07-19,1.6475
2021-07-26,1.80199
2021-08-02,1.94952
2021-08-09,2.03548
2021-08-16,2.1918
2021-08-23,2.23897
2021-08-30,2.26643
2021-09-06,2.21298
2021-09-13,2.045
2021-09-20,1.90124
2021-09-27,1.8442
2021-10-04,2.03726
2021-10-11,1.94864
2021-10-18,1.92538
2021-10-25,1.9789
2021-11-01,2.1334
2021-11-08,2.25788
2021-11-15,2.41079
2021-11-22,2.51762
2021-11-29,2.55244
2021-12-06,2.72476
2021-12-13,3.14645
2021-12-20,4.00686
2021-12-27,4.90468
2022-01-03,4.32906
2022-01-10,3.5344
2022-01-17,2.82024
2022-01-24,2.06558
2022-01-31,1.68092
2022-02-07,1.44022
2022-02-14,1.48974
2022-02-21,1.46266
2022-02-28,1.58728
2022-03-07,1.70339
2022-03-14,1.83335
2022-03-21,1.87057
2022-03-28,1.97612
2022-04-04,2.07126
2022-04-11,2.16302
2022-04-18,2.20418
2022-04-25,2.24681
2022-05-02,2.3613
2022-05-09,2.48314
2022-05-16,2.45354
2022-05-23,2.39624
2022-05-30,2.4335
2022-06-06,2.16334
2022-06-13,1.98842
2022-06-20,1.87678
2022-06-27,1.80274
2022-07-04,1.82355
2022-07-11,1.67886
2022-07-18,1.65939
2022-07-25,1.67382
2022-08-01,1.52704
2022-08-08,1.50755
2022-08-15,1.60507
2022-08-22,1.83793
2022-08-29,1.96433
2022-09-05,2.02422
2022-09-12,2.0351
2022-09-19,2.28352
2022-09-26,2.36029
2022-10-03,2.61928
2022-10-10,2.97342
2022-10-17,3.33747
2022-10-24,4.40914
2022-10-31,5.46044
2022-11-07,5.77391
2022-11-14,5.95367
2022-11-21,7.46674
2022-11-28,7.22916
2022-12-05,6.83803
2022-12-12,6.32716
2022-12-19,5.98024
2022-12-26,5.33738
2023-01-02,3.94632
2023-01-09,2.95379
2023-01-16,2.64461
2023-01-23,2.63254
2023-01-30,2.58785
2023-02-06,2.59797
2023-02-13,2.57397
2023-02-20,2.53338
2023-02-27,2.41141
2023-03-06,2.36135
2023-03-13,2.35552
2023-03-20,2.31452
2023-03-27,2.26061
2023-04-03,2.13495
2023-04-10,2.01808
2023-04-17,1.91773
2023-04-24,1.91233
2023-05-01,1.95706
2023-05-08,1.92178
2023-05-15,1.88696
2023-05-22,1.83831
2023-05-29,1.85243
2023-06-05,1.58197
2023-06-12,1.49009
2023-06-19,1.36698
2023-06-26,1.276
2023-07-03,1.23501
2023-07-10,1.16269
2023-07-17,1.12962
2023-07-24,1.1716
2023-07-31,1.20886
2023-08-07,1.28069
2023-08-14,1.45906
2023-08-21,1.72129
2023-08-28,1.95643
2023-09-04,2.02622
2023-09-11,1.95721
2023-09-18,2.04894
2023-09-25,2.10325
2023-10-02,2.29165
2023-10-09,2.32229
2023-10-16,2.54262
2023-10-23,2.7302
2023-10-30,2.96974
2023-11-06,3.43822
2023-11-13,3.72204
2023-11-20,3.96431
2023-11-27,4.06669
2023-12-04,4.42432
2023-12-11,5.22954
2023-12-18,6.29842
2023-12-25,6.8609
2024-01-01,5.7703
2024-01-08,4.71499
2024-01-15,4.37922
2024-01-22,4.29234
2024-01-29,4.46748
2024-02-05,4.50576
2024-02-12,4.40205
2024-02-19,4.38206
